name,category,price,quantity
IronWorks Quick-Fit Hose Connector,Plumbing,33.76,36
ProFix Compact Anchor,Fasteners,8.7,166
Voltix Compact Teflon Tape,Plumbing,15.62,36
SecureHold Eco Cable Clips Pack,Consumables,16.5,37
ProFix Industrial Angle Grinder,Power Tools,85.7,21
BrightBuild Compact Teflon Tape 20mm,Plumbing,3.25,35
SecureHold Eco Interior Paint (L),Paint & Adhesives,67.31,25
ProFix Heavy-Duty Drill,Power Tools,211.4,10
AquaFlow Galvanized Nails Pack,Consumables,24.28,411
SureGrip Eco Garden Fork 20mm,Garden,100.45,26
SureGrip Galvanized Door Handle 12mm,Hardware,59.19,86
ProFix Stainless Ball Valve,Plumbing,22.71,36
IronWorks Precision LED Bulb 300mm,Electrical,73.33,87
HardPro Precision Hose Connector,Plumbing,103.81,36
AquaFlow Multi-Purpose Jigsaw 12mm,Power Tools,226.08,24
Voltix Heavy-Duty Lockset,Hardware,29.28,35
SecureHold Galvanized Ear Protection 1/4inch,Safety,43.21,135
IronWorks Eco Safety Glasses,Safety,14.88,132
SureGrip Eco Pipe (m),Plumbing,40.41,25
IronWorks Heavy-Duty Pipe (m),Plumbing,4.44,64
SecureHold Galvanized Pipe (m),Plumbing,20.33,28
HardPro Stainless Screw 1/2inch,Fasteners,16.5,151
MasterCraft Stainless Cabinet Knob,Hardware,36.09,27
ProFix Heavy-Duty Ball Valve,Plumbing,6.92,40
HardPro Industrial Ball Valve,Plumbing,112.04,59
SureGrip Quick-Fit Cable Clips Pack,Consumables,7.54,35
ToolMight Compact Hose Reel,Garden,4.86,25
BrightBuild Heavy-Duty Anchor,Fasteners,6.24,91
AquaFlow Heavy-Duty Socket Outlet,Electrical,70.32,32
IronWorks Precision Cabinet Knob 12mm,Hardware,48.87,10
MasterCraft Eco Hose Connector,Plumbing,110.12,60
ToolMight Stainless Adjustable Wrench,Tools,48.56,31
BrightBuild Eco Ear Protection,Safety,57.57,123
BrightBuild Galvanized Interior Paint (L),Paint & Adhesives,23.9,24
MasterCraft Premium Switch,Electrical,7.51,85
IronWorks Heavy-Duty Cable Clips Pack 12mm,Consumables,4.01,188
ProFix Premium Impact Driver,Power Tools,316.09,22
AquaFlow Compact Pliers,Tools,98.38,55
ToolMight Industrial Epoxy (ml),Paint & Adhesives,19.98,52
ToolMight Premium Cabinet Knob,Hardware,64.2,47
ProFix Eco Cable Clips Pack,Consumables,18.05,131
ProFix Eco Exterior Paint (L),Paint & Adhesives,51.31,6
HardPro Quick-Fit Anchor 300mm,Fasteners,3.13,61
IronWorks Galvanized Switch,Electrical,18.87,16
SecureHold Stainless Ball Valve 1/2inch,Plumbing,104.51,24
ProFix Multi-Purpose Screw,Fasteners,1.76,113
MasterCraft Stainless Cable Clips Pack,Consumables,13.32,383
BrightBuild Multi-Purpose Nut 250mm,Fasteners,12.72,159
HardPro Eco Washer,Fasteners,11.04,155
ProFix Quick-Fit Bolt,Fasteners,14.86,88
Voltix Eco Nut,Fasteners,9.32,59
IronWorks Precision Bolt 300mm,Fasteners,1.23,200
Voltix Stainless Tape Measure,Tools,23.18,37
HardPro Eco Hose Connector 10mm,Plumbing,61.73,71
MasterCraft Stainless Washer,Fasteners,9.67,54
ToolMight Eco Impact Driver,Power Tools,246.06,2
ToolMight Multi-Purpose Zip Ties Pack,Consumables,8.4,51
SecureHold Quick-Fit Nails Pack,Consumables,13.96,191
SureGrip Quick-Fit Jigsaw 20mm,Power Tools,270.82,5
ToolMight Stainless Circuit Breaker,Electrical,62.23,76
ProFix Galvanized Ear Protection 250mm,Safety,7.94,82
IronWorks Multi-Purpose Tap Washer,Plumbing,19.4,5
HardPro Heavy-Duty Screw,Fasteners,13.44,94
MasterCraft Heavy-Duty Bolt,Fasteners,17.13,158
Voltix Eco Cabinet Knob 16mm,Hardware,63.0,32
ToolMight Heavy-Duty Dust Mask 20mm,Safety,28.78,107
MasterCraft Multi-Purpose Pruning Shears,Garden,83.69,20
Voltix Precision Interior Paint (L),Paint & Adhesives,29.27,58
SecureHold Compact Hose Connector,Plumbing,14.88,73
SureGrip Multi-Purpose Silicone Sealant (ml),Paint & Adhesives,43.51,61
ToolMight Quick-Fit Pipe (m),Plumbing,60.83,47
AquaFlow Stainless Silicone Sealant (ml),Paint & Adhesives,69.83,35
AquaFlow Compact Cable Clips Pack 10mm,Consumables,4.82,60
SecureHold Eco Dust Mask,Safety,31.09,160
AquaFlow Eco Sprayer 25mm,Garden,136.23,47
SureGrip Heavy-Duty Hose Connector,Plumbing,82.66,40
ToolMight Compact Sprayer,Garden,27.07,58
HardPro Heavy-Duty Washer 25mm,Fasteners,10.17,95
MasterCraft Quick-Fit Ear Protection,Safety,8.18,149
AquaFlow Eco Circuit Breaker,Electrical,7.22,116
MasterCraft Quick-Fit Interior Paint (L),Paint & Adhesives,9.54,43
ToolMight Multi-Purpose Zip Ties Pack 250mm,Consumables,19.68,335
AquaFlow Eco Pruning Shears,Garden,50.87,50
AquaFlow Multi-Purpose Safety Glasses,Safety,57.35,124
IronWorks Compact Sprayer,Garden,107.2,26
IronWorks Industrial Ear Protection 16mm,Safety,20.81,42
IronWorks Stainless Safety Glasses,Safety,43.94,115
Voltix Premium Sprayer,Garden,118.88,21
HardPro Premium Jigsaw,Power Tools,340.43,8
SecureHold Precision Extension Lead,Electrical,31.36,50
Voltix Compact Nails Pack,Consumables,7.19,375
IronWorks Quick-Fit Chisel 1/4inch,Tools,40.68,28
IronWorks Eco Hose Connector,Plumbing,66.89,52
Voltix Compact Dust Mask,Safety,19.18,31
MasterCraft Compact Dust Mask,Safety,56.28,25
AquaFlow Quick-Fit Safety Glasses,Safety,55.18,25
ProFix Stainless Teflon Tape,Plumbing,5.45,27
SecureHold Compact Handsaw 16mm,Tools,134.93,7
SecureHold Industrial Lockset,Hardware,69.51,57
MasterCraft Quick-Fit Anchor 12mm,Fasteners,4.02,95
SureGrip Quick-Fit Ear Protection 1/2inch,Safety,40.74,33
Voltix Compact Silicone Sealant (ml),Paint & Adhesives,31.64,17
MasterCraft Precision Sandpaper Pack,Consumables,14.17,224
ProFix Compact Work Gloves,Safety,60.32,17
IronWorks Premium Adjustable Wrench 20mm,Tools,117.02,34
SecureHold Industrial Lockset 12mm,Hardware,64.25,12
HardPro Heavy-Duty Door Handle,Hardware,45.74,55
Voltix Premium Impact Driver,Power Tools,293.95,22
AquaFlow Multi-Purpose Bolt 20mm,Fasteners,4.57,93
HardPro Industrial Tap Washer,Plumbing,75.89,45
IronWorks Precision Screwdriver Set,Tools,106.66,36
SureGrip Precision Ball Valve 20mm,Plumbing,41.61,39
SureGrip Premium Chisel,Tools,43.51,11
ToolMight Compact Screwdriver Set,Tools,15.55,17
MasterCraft Galvanized Jigsaw,Power Tools,519.8,14
ToolMight Premium Sprayer,Garden,108.12,30
ProFix Premium Screw,Fasteners,1.81,82
HardPro Premium Tape Measure,Tools,40.88,50
Voltix Galvanized Cable Clips Pack,Consumables,8.04,341
AquaFlow Compact Exterior Paint (L),Paint & Adhesives,54.6,18
SecureHold Precision Wood Glue (ml),Paint & Adhesives,26.34,58
HardPro Industrial Switch,Electrical,83.61,94
BrightBuild Precision Exterior Paint (L),Paint & Adhesives,30.8,8
MasterCraft Eco Screw,Fasteners,14.29,194
AquaFlow Compact Interior Paint (L),Paint & Adhesives,50.85,28
HardPro Stainless Tap Washer,Plumbing,61.34,65
MasterCraft Industrial Adjustable Wrench,Tools,16.4,36
MasterCraft Galvanized Cable Clips Pack 25mm,Consumables,14.64,108
HardPro Premium Silicone Sealant (ml),Paint & Adhesives,18.07,66
ProFix Heavy-Duty Ear Protection,Safety,58.94,52
HardPro Precision Jigsaw 1/4inch,Power Tools,108.42,4
ToolMight Multi-Purpose Jigsaw 12mm,Power Tools,389.28,17
ProFix Quick-Fit Sprayer,Garden,11.71,18
AquaFlow Compact Silicone Sealant (ml),Paint & Adhesives,36.78,39
BrightBuild Multi-Purpose Wood Glue (ml),Paint & Adhesives,8.84,47
ProFix Premium Nut 16mm,Fasteners,14.9,138
BrightBuild Eco Switch 300mm,Electrical,88.52,28
ToolMight Eco Wire (m),Electrical,13.83,36
SureGrip Precision Impact Driver 1/2inch,Power Tools,115.43,9
SecureHold Stainless Dust Mask,Safety,4.69,63
ProFix Premium Epoxy (ml),Paint & Adhesives,43.99,13
BrightBuild Eco Circuit Breaker,Electrical,37.91,94
AquaFlow Heavy-Duty Circular Saw 32mm,Power Tools,279.3,8
HardPro Premium LED Bulb,Electrical,41.12,68
Voltix Eco Nails Pack,Consumables,8.36,370
SecureHold Industrial Screw,Fasteners,6.1,126
Voltix Quick-Fit Cable Clips Pack 250mm,Consumables,4.29,309
IronWorks Eco Angle Grinder 1/4inch,Power Tools,254.41,23
IronWorks Galvanized Lockset 1/2inch,Hardware,66.42,26
SureGrip Eco Door Handle,Hardware,26.91,79
ProFix Precision Hammer 250mm,Tools,108.38,41
HardPro Quick-Fit Hose Connector,Plumbing,39.76,51
MasterCraft Heavy-Duty Hose Reel,Garden,94.28,52
ProFix Industrial Garden Fork,Garden,35.67,36
AquaFlow Premium Sprayer 25mm,Garden,28.46,44
SureGrip Compact Cable Clips Pack,Consumables,4.09,371
SureGrip Heavy-Duty Door Handle,Hardware,45.31,56
HardPro Compact Epoxy (ml),Paint & Adhesives,9.31,54
BrightBuild Quick-Fit Lockset,Hardware,61.68,74
SureGrip Heavy-Duty Drill,Power Tools,445.9,2
SecureHold Compact Utility Knife,Tools,61.13,30
ProFix Industrial Cabinet Knob 12mm,Hardware,34.89,6
Voltix Stainless Silicone Sealant (ml),Paint & Adhesives,67.33,15
SureGrip Galvanized Nails Pack,Consumables,19.07,360
IronWorks Eco Screw,Fasteners,9.71,96
SecureHold Heavy-Duty Impact Driver,Power Tools,75.59,19
MasterCraft Stainless Pliers,Tools,65.98,55
IronWorks Galvanized Socket Outlet,Electrical,47.9,107
AquaFlow Heavy-Duty Angle Grinder,Power Tools,265.16,19
ToolMight Compact Washer,Fasteners,12.97,194
ProFix Multi-Purpose Hinge,Hardware,70.46,84
BrightBuild Precision Pruning Shears,Garden,135.38,14
IronWorks Quick-Fit Cabinet Knob,Hardware,10.47,20
ToolMight Multi-Purpose Dust Mask,Safety,10.91,112
ProFix Premium Angle Grinder,Power Tools,290.77,17
ToolMight Heavy-Duty Safety Glasses 32mm,Safety,70.52,18
AquaFlow Industrial Anchor,Fasteners,6.47,134
MasterCraft Premium Pipe (m),Plumbing,37.36,5
MasterCraft Stainless Zip Ties Pack,Consumables,17.04,282
ToolMight Premium Teflon Tape,Plumbing,75.63,77
MasterCraft Quick-Fit Pruning Shears,Garden,100.16,16
BrightBuild Quick-Fit Lockset,Hardware,71.7,85
BrightBuild Compact Socket Outlet,Electrical,26.15,53
IronWorks Quick-Fit Door Handle,Hardware,68.77,69
MasterCraft Stainless Work Gloves,Safety,8.34,34
HardPro Compact Screw 25mm,Fasteners,3.7,168
ToolMight Premium Exterior Paint (L),Paint & Adhesives,13.14,24
SureGrip Precision Cable Clips Pack 10mm,Consumables,10.38,231
AquaFlow Quick-Fit Screwdriver Set,Tools,55.42,19
SecureHold Eco Hose Reel,Garden,111.31,16
ToolMight Quick-Fit Pliers,Tools,41.69,5
HardPro Multi-Purpose Bolt 250mm,Fasteners,16.5,187
HardPro Quick-Fit Socket Outlet,Electrical,67.6,31
SureGrip Multi-Purpose Washer 25mm,Fasteners,11.3,73
AquaFlow Compact Tape Measure,Tools,42.25,19
ToolMight Quick-Fit Drill 1/4inch,Power Tools,284.82,20
MasterCraft Premium Teflon Tape 1/4inch,Plumbing,40.64,44
HardPro Compact Screwdriver Set,Tools,113.79,5
SureGrip Galvanized Dust Mask,Safety,13.9,50
ToolMight Precision Hammer 250mm,Tools,20.24,43
MasterCraft Industrial Cable Clips Pack 10mm,Consumables,1.51,119
SecureHold Multi-Purpose Dust Mask 16mm,Safety,46.59,103
HardPro Precision Door Handle 1/2inch,Hardware,79.71,57
Voltix Multi-Purpose Anchor 250mm,Fasteners,8.7,146
Voltix Compact Safety Glasses,Safety,39.32,99
SureGrip Compact Zip Ties Pack,Consumables,19.7,457
ToolMight Industrial Work Gloves,Safety,18.7,68
ToolMight Industrial Sandpaper Pack 32mm,Consumables,26.41,115
MasterCraft Premium Cable Clips Pack,Consumables,19.62,20
IronWorks Stainless Angle Grinder,Power Tools,226.21,14
ToolMight Multi-Purpose Dust Mask,Safety,11.26,131
MasterCraft Industrial Silicone Sealant (ml),Paint & Adhesives,54.18,17
BrightBuild Galvanized Cable Clips Pack 250mm,Consumables,6.66,184
BrightBuild Compact Ear Protection,Safety,31.27,145
BrightBuild Multi-Purpose Ear Protection 12mm,Safety,49.59,42
HardPro Eco Hose Connector,Plumbing,52.25,69
HardPro Precision Screw,Fasteners,11.82,127
AquaFlow Compact Safety Glasses,Safety,41.23,43
SecureHold Quick-Fit Work Gloves,Safety,62.98,200
BrightBuild Precision Hose Reel,Garden,103.61,43
SureGrip Heavy-Duty Cabinet Knob 300mm,Hardware,51.38,33
Voltix Stainless Bolt,Fasteners,12.75,96
IronWorks Stainless Work Gloves 300mm,Safety,76.79,108
SecureHold Heavy-Duty Hose Reel,Garden,58.22,51
Voltix Eco Safety Glasses,Safety,8.84,183
AquaFlow Stainless Teflon Tape,Plumbing,11.87,15
BrightBuild Precision Hinge 250mm,Hardware,20.7,42
AquaFlow Compact Pruning Shears,Garden,55.13,41
BrightBuild Industrial Door Handle,Hardware,54.31,68
ToolMight Industrial Safety Glasses,Safety,14.08,25
BrightBuild Industrial Silicone Sealant (ml),Paint & Adhesives,25.35,46
HardPro Galvanized Impact Driver 300mm,Power Tools,393.87,6
SecureHold Eco Ear Protection,Safety,55.64,103
AquaFlow Premium Cabinet Knob,Hardware,74.58,89
SureGrip Multi-Purpose Work Gloves,Safety,50.03,104
HardPro Quick-Fit Cabinet Knob,Hardware,26.54,58
AquaFlow Precision Anchor,Fasteners,8.02,61
SureGrip Compact Extension Lead 20mm,Electrical,63.82,91
AquaFlow Stainless Work Gloves,Safety,27.88,44
AquaFlow Premium Nut,Fasteners,1.99,193
SecureHold Eco Tap Washer,Plumbing,28.78,54
HardPro Galvanized Hose Reel,Garden,115.24,15
ToolMight Heavy-Duty Nails Pack,Consumables,21.14,52
AquaFlow Stainless Adjustable Wrench,Tools,35.71,19
AquaFlow Compact Work Gloves,Safety,20.59,94
Voltix Multi-Purpose Cabinet Knob,Hardware,63.91,13
SureGrip Eco LED Bulb,Electrical,20.68,42
SecureHold Heavy-Duty Interior Paint (L),Paint & Adhesives,19.62,70
ProFix Industrial Lockset,Hardware,9.5,65
SureGrip Premium Impact Driver,Power Tools,35.4,4
ProFix Heavy-Duty Dust Mask 300mm,Safety,47.25,43
ProFix Stainless Dust Mask,Safety,21.9,199
MasterCraft Premium Hinge,Hardware,38.13,62
SecureHold Heavy-Duty Hose Connector 300mm,Plumbing,18.82,50
AquaFlow Heavy-Duty Lockset,Hardware,62.03,45
ProFix Heavy-Duty Utility Knife,Tools,98.54,38
SureGrip Eco Pliers,Tools,57.17,49
MasterCraft Multi-Purpose Cabinet Knob,Hardware,49.67,47
MasterCraft Precision Hinge 10mm,Hardware,41.41,51
IronWorks Multi-Purpose Ball Valve,Plumbing,66.95,38
HardPro Eco Pipe (m),Plumbing,3.42,75
IronWorks Precision Teflon Tape 250mm,Plumbing,62.51,8
ProFix Industrial Utility Knife,Tools,103.45,38
ToolMight Compact Sandpaper Pack,Consumables,8.2,274
BrightBuild Heavy-Duty Jigsaw 16mm,Power Tools,84.1,6
MasterCraft Galvanized Jigsaw,Power Tools,243.39,2
MasterCraft Eco Pruning Shears 20mm,Garden,71.48,34
MasterCraft Compact Anchor,Fasteners,9.17,175
IronWorks Industrial Dust Mask,Safety,49.44,196
HardPro Compact Nails Pack,Consumables,3.16,77
HardPro Compact Ear Protection,Safety,20.63,108
Voltix Precision Cable Clips Pack,Consumables,5.2,77
MasterCraft Precision Cable Clips Pack,Consumables,18.08,283
BrightBuild Premium Safety Glasses 32mm,Safety,27.72,161
IronWorks Compact Zip Ties Pack 20mm,Consumables,22.6,161
BrightBuild Heavy-Duty Dust Mask 1/2inch,Safety,9.37,99
AquaFlow Galvanized Pipe (m),Plumbing,55.87,52
BrightBuild Multi-Purpose Safety Glasses,Safety,51.21,79
Voltix Compact Hose Connector,Plumbing,13.73,5
AquaFlow Galvanized Tape Measure,Tools,79.04,37
MasterCraft Galvanized Utility Knife,Tools,27.82,24
BrightBuild Compact Lockset,Hardware,59.43,67
HardPro Premium Handsaw 1/4inch,Tools,15.15,20
AquaFlow Galvanized Sandpaper Pack,Consumables,4.66,74
BrightBuild Multi-Purpose Work Gloves,Safety,18.84,102
SecureHold Quick-Fit Nut,Fasteners,9.96,93
ProFix Industrial Nails Pack,Consumables,16.95,168
ToolMight Heavy-Duty Screwdriver Set 250mm,Tools,107.14,57
MasterCraft Eco Nut,Fasteners,2.7,68
SecureHold Eco Garden Fork,Garden,130.92,23
SecureHold Galvanized Tap Washer,Plumbing,28.74,28
ToolMight Heavy-Duty Garden Fork 25mm,Garden,41.03,19
IronWorks Quick-Fit Wire (m),Electrical,42.97,106
HardPro Multi-Purpose Sprayer,Garden,55.78,6
IronWorks Premium Screw,Fasteners,7.85,138
SecureHold Multi-Purpose Wood Glue (ml),Paint & Adhesives,44.2,32
AquaFlow Industrial Nails Pack 12mm,Consumables,13.82,284
HardPro Heavy-Duty Nut 20mm,Fasteners,6.39,97
IronWorks Industrial Pliers 1/2inch,Tools,58.31,41
Voltix Precision Silicone Sealant (ml),Paint & Adhesives,39.89,48
Voltix Compact Handsaw,Tools,21.83,23
Voltix Multi-Purpose Pliers,Tools,145.9,19
BrightBuild Precision Drill,Power Tools,104.33,16
IronWorks Stainless Bolt,Fasteners,10.76,163
SecureHold Galvanized Hinge,Hardware,65.0,18
AquaFlow Quick-Fit Washer 20mm,Fasteners,1.41,54
SureGrip Compact Tap Washer,Plumbing,14.8,59
SureGrip Quick-Fit Chisel,Tools,66.86,17
HardPro Compact Exterior Paint (L),Paint & Adhesives,27.47,17
MasterCraft Premium Hose Connector,Plumbing,6.34,64
MasterCraft Eco Wire (m),Electrical,45.55,64
HardPro Industrial Work Gloves 1/2inch,Safety,28.16,131
ProFix Compact Hose Connector 25mm,Plumbing,52.85,8
Voltix Multi-Purpose Dust Mask,Safety,14.75,93
SureGrip Stainless Pipe (m),Plumbing,18.15,45
HardPro Heavy-Duty Impact Driver,Power Tools,101.17,12
BrightBuild Compact Hose Connector,Plumbing,59.34,26
MasterCraft Heavy-Duty LED Bulb 16mm,Electrical,20.68,66
HardPro Quick-Fit Hinge,Hardware,44.17,21
ToolMight Eco Interior Paint (L),Paint & Adhesives,49.54,9
ToolMight Premium Interior Paint (L),Paint & Adhesives,59.06,10
ProFix Compact Ball Valve,Plumbing,68.29,72
MasterCraft Premium Hammer 1/4inch,Tools,41.29,43
HardPro Heavy-Duty Hammer 20mm,Tools,71.9,26
SureGrip Stainless Hose Connector 16mm,Plumbing,12.71,36
Voltix Premium Drill,Power Tools,228.69,13
AquaFlow Compact Ball Valve 1/4inch,Plumbing,74.84,73
BrightBuild Industrial Exterior Paint (L),Paint & Adhesives,15.04,42
SecureHold Premium Bolt 250mm,Fasteners,5.08,57
BrightBuild Heavy-Duty Ear Protection,Safety,44.97,190
HardPro Eco Ear Protection 25mm,Safety,3.29,109
AquaFlow Multi-Purpose Exterior Paint (L),Paint & Adhesives,17.46,40
ProFix Precision Drill 10mm,Power Tools,264.53,21
SecureHold Compact Teflon Tape 300mm,Plumbing,77.44,12
Voltix Compact Ball Valve,Plumbing,32.57,80
Voltix Multi-Purpose Wood Glue (ml),Paint & Adhesives,28.13,16
ToolMight Stainless Ear Protection,Safety,15.34,36
SureGrip Compact Work Gloves,Safety,31.86,99
SecureHold Stainless Anchor,Fasteners,3.05,157
HardPro Compact Safety Glasses 20mm,Safety,45.67,117
SecureHold Galvanized Zip Ties Pack 10mm,Consumables,12.81,361
BrightBuild Premium Circular Saw 32mm,Power Tools,72.89,3
Voltix Premium Safety Glasses,Safety,49.57,50
BrightBuild Precision Work Gloves,Safety,27.05,159
BrightBuild Stainless Exterior Paint (L),Paint & Adhesives,5.99,62
MasterCraft Eco Cabinet Knob,Hardware,36.49,48
SecureHold Compact Screw,Fasteners,18.58,51
BrightBuild Precision Sandpaper Pack 10mm,Consumables,11.23,296
ToolMight Stainless Hammer 20mm,Tools,42.64,23
IronWorks Precision Zip Ties Pack 1/4inch,Consumables,30.44,204
BrightBuild Eco Hose Reel,Garden,15.04,40
AquaFlow Precision Dust Mask 1/2inch,Safety,54.1,76
HardPro Quick-Fit Pipe (m),Plumbing,53.81,60
SecureHold Heavy-Duty Nails Pack,Consumables,22.93,147
ProFix Quick-Fit Nut,Fasteners,8.78,50
HardPro Quick-Fit Door Handle,Hardware,6.93,80
BrightBuild Multi-Purpose Hose Reel,Garden,53.27,27
ToolMight Premium Pliers,Tools,11.6,47
IronWorks Quick-Fit Circular Saw,Power Tools,323.03,18
ToolMight Quick-Fit LED Bulb,Electrical,39.07,43
SecureHold Galvanized Nails Pack 20mm,Consumables,16.06,460
ProFix Compact LED Bulb 250mm,Electrical,40.93,59
ToolMight Industrial Washer,Fasteners,16.73,152
HardPro Multi-Purpose Lockset,Hardware,51.75,46
MasterCraft Eco Socket Outlet 300mm,Electrical,45.61,97
BrightBuild Heavy-Duty Sprayer,Garden,48.82,58
IronWorks Precision Drill 12mm,Power Tools,107.32,18
ProFix Multi-Purpose Wood Glue (ml),Paint & Adhesives,22.88,61
BrightBuild Eco Silicone Sealant (ml),Paint & Adhesives,45.55,57
SureGrip Premium Nails Pack,Consumables,10.14,482
MasterCraft Precision Anchor,Fasteners,17.08,150
ToolMight Stainless Sprayer,Garden,9.02,44
MasterCraft Precision Work Gloves,Safety,36.76,103
Voltix Heavy-Duty Handsaw,Tools,46.98,55
Voltix Premium Hose Connector 16mm,Plumbing,40.23,72
MasterCraft Compact Exterior Paint (L),Paint & Adhesives,69.52,34
AquaFlow Heavy-Duty Circuit Breaker,Electrical,41.27,95
SecureHold Premium Hose Reel,Garden,50.89,25
IronWorks Industrial Dust Mask 12mm,Safety,45.8,165
SecureHold Eco Interior Paint (L),Paint & Adhesives,7.99,45
SecureHold Compact Sprayer,Garden,16.51,31
Voltix Premium Cabinet Knob 12mm,Hardware,60.19,46
MasterCraft Heavy-Duty Sandpaper Pack,Consumables,22.84,149
SecureHold Heavy-Duty LED Bulb 16mm,Electrical,38.49,79
HardPro Galvanized Hinge,Hardware,5.72,59
HardPro Industrial Dust Mask,Safety,16.86,83
BrightBuild Multi-Purpose Jigsaw 12mm,Power Tools,150.88,25
SureGrip Precision Ear Protection,Safety,53.2,200
SecureHold Stainless Lockset,Hardware,76.38,52
HardPro Stainless Ball Valve,Plumbing,92.22,27
AquaFlow Stainless Sandpaper Pack 20mm,Consumables,29.28,498
Voltix Multi-Purpose Exterior Paint (L),Paint & Adhesives,39.26,40
SureGrip Eco Work Gloves 1/2inch,Safety,36.05,172
IronWorks Quick-Fit Epoxy (ml),Paint & Adhesives,4.28,26
SureGrip Precision Impact Driver 16mm,Power Tools,332.39,3
HardPro Stainless Exterior Paint (L),Paint & Adhesives,60.98,52
AquaFlow Heavy-Duty Tape Measure,Tools,83.83,43
ProFix Premium Silicone Sealant (ml),Paint & Adhesives,25.81,33
AquaFlow Premium Hammer 300mm,Tools,34.87,44
ProFix Galvanized Garden Fork 10mm,Garden,21.29,55
IronWorks Galvanized Angle Grinder,Power Tools,428.02,21
IronWorks Galvanized Washer,Fasteners,5.56,137
SecureHold Compact Hose Connector,Plumbing,74.47,64
AquaFlow Eco Screw 16mm,Fasteners,10.83,101
Voltix Galvanized Exterior Paint (L),Paint & Adhesives,4.28,47
HardPro Multi-Purpose Switch,Electrical,13.37,59
ProFix Galvanized Work Gloves,Safety,8.86,58
SureGrip Compact Garden Fork,Garden,28.75,46
